연도,순위,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,순위,선수명,팀명,AVG,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA,순위,선수명,팀명,AVG,XBH,GO,AO,GO/AO,GW RBI,BB/K,P/PA,ISOP,XR,GPA
2022,48,김재환,두산,0.248,128,517,448,64,111,24,1,23,206,72,0,4,48,김재환,두산,0.248,61,4,4,133,5,0.46,0.34,0.8,22,0.271,0.333,48,김재환,두산,0.248,48,98,110,0.89,4,0.46,3.93,0.212,73,0.268
2022,49,송성문,키움,0.247,142,601,547,67,135,21,4,13,203,79,1,7,49,송성문,키움,0.247,45,6,1,65,8,0.371,0.302,0.673,31,0.269,0,49,송성문,키움,0.247,38,156,198,0.79,11,0.69,3.57,0.124,63.4,0.229
2022,50,양석환,두산,0.244,107,446,405,58,99,14,1,20,175,51,0,2,50,양석환,두산,0.244,32,3,7,101,3,0.432,0.309,0.741,23,0.245,0,50,양석환,두산,0.244,35,67,140,0.48,5,0.32,3.85,0.188,56.4,0.247
2022,51,박동원,KIA,0.242,123,447,385,52,93,21,0,18,168,57,7,1,51,박동원,KIA,0.242,45,4,9,95,9,0.436,0.334,0.77,21,0.234,0.077,51,박동원,KIA,0.242,39,104,94,1.11,6,0.47,4.1,0.195,56.5,0.259
2022,52,김태연,한화,0.24,119,464,404,46,97,18,0,7,136,53,3,4,52,김태연,한화,0.24,48,1,5,106,9,0.337,0.325,0.662,25,0.239,0,52,김태연,한화,0.24,25,102,103,0.99,3,0.45,4.11,0.097,46.7,0.231
2022,53,심우준,KT,0.24,132,449,388,69,93,8,2,4,117,34,11,4,53,심우준,KT,0.24,43,0,2,75,11,0.302,0.316,0.618,23,0.175,0.333,53,심우준,KT,0.24,14,104,120,0.87,4,0.57,4.31,0.062,42.6,0.218
2023,1,손아섭,NC,0.339,140,609,551,97,187,36,3,5,244,65,1,5,1,손아섭,NC,0.339,50,2,2,67,10,0.443,0.393,0.836,54,0.339,0.333,1,손아섭,NC,0.339,44,181,121,1.5,5,0.75,3.74,0.103,91.7,0.288
2023,2,구자욱,삼성,0.336,119,515,453,65,152,37,1,11,224,71,2,3,2,구자욱,삼성,0.336,53,2,4,81,5,0.494,0.407,0.901,50,0.395,0,2,구자욱,삼성,0.336,49,97,126,0.77,8,0.65,4.04,0.159,86.7,0.307
2023,3,김혜성,키움,0.335,137,621,556,104,186,29,6,7,248,57,0,5,3,김혜성,키움,0.335,57,3,3,77,6,0.446,0.396,0.842,50,0.314,0,3,김혜성,키움,0.335,42,135,163,0.83,7,0.74,3.77,0.112,98.6,0.29
2023,4,홍창기,LG,0.332,141,643,524,109,174,35,2,1,216,65,3,6,4,홍창기,LG,0.332,88,3,22,83,6,0.412,0.444,0.856,58,0.361,0.5,4,홍창기,LG,0.332,38,158,115,1.37,5,1.06,4.14,0.08,98.6,0.303
2023,5,에레디아,SSG,0.323,122,523,473,76,153,29,0,12,218,76,1,1,5,에레디아,SSG,0.323,39,4,9,75,13,0.461,0.385,0.846,43,0.338,0,5,에레디아,SSG,0.323,41,117,129,0.91,12,0.52,3.6,0.137,75.9,0.289
2023,6,김선빈,KIA,0.32,119,473,419,41,134,16,0,0,150,48,8,3,6,김선빈,KIA,0.32,38,0,5,26,10,0.358,0.381,0.739,36,0.333,0,6,김선빈,KIA,0.32,16,158,104,1.52,8,1.46,3.72,0.038,57.2,0.261
2023,7,박건우,NC,0.319,130,533,458,70,146,34,2,12,220,85,1,9,7,박건우,NC,0.319,56,0,9,71,14,0.48,0.397,0.877,49,0.304,0,7,박건우,NC,0.319,48,103,147,0.7,10,0.79,3.78,0.162,84.1,0.299
2023,8,박민우,NC,0.316,124,509,452,76,143,20,7,2,183,46,5,3,8,박민우,NC,0.316,40,3,9,57,13,0.405,0.381,0.786,39,0.309,0,8,박민우,NC,0.316,29,140,115,1.22,6,0.7,3.77,0.088,68.6,0.273
2023,9,오스틴,LG,0.313,139,583,520,87,163,29,4,23,269,95,0,7,9,오스틴,LG,0.313,53,2,3,75,11,0.517,0.376,0.893,43,0.299,0.5,9,오스틴,LG,0.313,56,107,182,0.59,15,0.71,3.78,0.204,96.6,0.298
2023,10,전준우,롯데,0.312,138,559,493,80,154,21,3,17,232,77,0,7,10,전준우,롯데,0.312,52,4,7,65,12,0.471,0.381,0.852,45,0.29,0.3,10,전준우,롯데,0.312,41,127,154,0.82,10,0.8,3.77,0.158,87,0.289
2023,11,양의지,두산,0.305,129,510,439,56,134,23,0,17,208,68,0,3,11,양의지,두산,0.305,57,8,11,56,20,0.474,0.396,0.87,31,0.315,0.667,11,양의지,두산,0.305,40,87,165,0.53,6,1.02,3.73,0.169,77.7,0.297
2023,12,최형우,KIA,0.302,121,508,431,64,130,27,1,17,210,81,0,4,12,최형우,KIA,0.302,65,1,8,83,5,0.487,0.4,0.887,35,0.317,0.667,12,최형우,KIA,0.302,45,85,137,0.62,14,0.78,4.02,0.186,84.1,0.302
2023,13,박찬호,KIA,0.301,130,507,452,73,136,18,4,3,171,52,7,6,13,박찬호,KIA,0.301,40,0,2,56,13,0.378,0.356,0.734,42,0.355,0,13,박찬호,KIA,0.301,25,129,137,0.94,4,0.71,3.97,0.077,62.9,0.255
2023,14,문보경,LG,0.301,131,542,469,77,141,29,5,10,210,72,9,4,14,문보경,LG,0.301,58,2,2,83,5,0.448,0.377,0.825,39,0.281,0.25,14,문보경,LG,0.301,44,125,124,1.01,11,0.7,3.87,0.147,78.1,0.282
2023,15,노시환,한화,0.298,131,595,514,85,153,30,1,31,278,101,0,3,15,노시환,한화,0.298,74,5,4,118,13,0.541,0.388,0.929,47,0.299,0,15,노시환,한화,0.298,62,120,126,0.95,13,0.63,4.16,0.243,101.8,0.31
2023,16,최정,SSG,0.297,128,552,471,94,140,31,0,29,258,87,1,6,16,최정,SSG,0.297,59,6,15,87,12,0.548,0.388,0.936,39,0.264,0,16,최정,SSG,0.297,60,84,166,0.51,13,0.68,3.88,0.251,96.3,0.312
2023,17,김민혁,KT,0.297,113,448,397,68,118,20,3,3,153,41,7,5,17,김민혁,KT,0.297,36,0,3,48,4,0.385,0.356,0.741,33,0.284,0.286,17,김민혁,KT,0.297,26,136,100,1.36,8,0.75,3.63,0.088,57,0.256
2023,18,황재균,KT,0.295,109,457,407,62,120,26,2,6,168,49,3,1,18,황재균,KT,0.295,45,1,1,64,15,0.413,0.366,0.779,35,0.314,0,18,황재균,KT,0.295,34,96,128,0.75,7,0.7,3.86,0.118,56.2,0.268
2023,19,문성주,LG,0.294,136,534,449,77,132,21,4,2,167,57,6,4,19,문성주,LG,0.294,67,0,8,34,10,0.372,0.392,0.764,31,0.297,0.375,19,문성주,LG,0.294,27,168,119,1.41,5,1.97,3.79,0.078,69.2,0.269
2023,20,김현수,LG,0.293,133,556,488,53,143,22,2,6,187,88,1,8,20,김현수,LG,0.293,58,4,1,53,10,0.383,0.364,0.747,43,0.348,0.25,20,김현수,LG,0.293,30,148,152,0.97,10,1.09,3.85,0.09,70.6,0.26
2023,21,안치홍,롯데,0.292,121,494,425,57,124,20,1,8,170,63,5,5,21,안치홍,롯데,0.292,49,3,10,53,14,0.4,0.374,0.774,36,0.355,0.167,21,안치홍,롯데,0.292,29,113,140,0.81,6,0.92,3.95,0.108,63.2,0.268
2023,22,강민호,삼성,0.29,125,495,434,60,126,19,0,16,193,77,1,5,22,강민호,삼성,0.29,49,4,6,65,17,0.445,0.366,0.811,32,0.301,0,22,강민호,삼성,0.29,35,128,120,1.07,8,0.75,3.64,0.154,68.7,0.276
2023,23,알포드,KT,0.289,133,547,491,83,142,31,3,15,224,70,0,3,23,알포드,KT,0.289,47,1,6,140,6,0.456,0.356,0.812,43,0.303,0.667,23,알포드,KT,0.289,49,77,135,0.57,11,0.34,4.02,0.167,79.6,0.274
2023,24,장성우,KT,0.288,131,464,410,37,118,22,0,11,173,65,3,7,24,장성우,KT,0.288,42,1,2,70,12,0.422,0.351,0.773,36,0.267,0.25,24,장성우,KT,0.288,33,91,138,0.66,4,0.6,3.85,0.134,60.3,0.263
2023,25,정수빈,두산,0.287,137,583,498,75,143,14,11,2,185,33,12,2,25,정수빈,두산,0.287,64,1,7,63,2,0.371,0.375,0.746,42,0.253,0.5,25,정수빈,두산,0.287,27,179,115,1.56,4,1.02,4.21,0.084,78.9,0.262
2023,26,피렐라,삼성,0.285,139,605,557,66,159,28,1,16,237,80,0,2,26,피렐라,삼성,0.285,42,5,4,69,20,0.425,0.339,0.764,43,0.253,0,26,피렐라,삼성,0.285,45,164,167,0.98,8,0.61,3.61,0.14,73.2,0.259
2023,27,소크라테스,KIA,0.285,142,608,547,91,156,31,3,20,253,96,0,8,27,소크라테스,KIA,0.285,52,4,1,80,13,0.463,0.344,0.807,41,0.303,0,27,소크라테스,KIA,0.285,54,136,183,0.74,6,0.65,3.58,0.177,86,0.271
2023,28,박해민,LG,0.285,144,558,485,80,138,14,2,6,174,59,24,1,28,박해민,LG,0.285,45,0,3,74,7,0.359,0.348,0.707,33,0.313,0.5,28,박해민,LG,0.285,22,124,150,0.83,3,0.61,3.9,0.074,62.9,0.246
2023,29,박병호,KT,0.283,132,493,431,53,122,15,0,18,191,87,0,8,29,박병호,KT,0.283,46,2,8,114,9,0.443,0.357,0.8,31,0.34,0.25,29,박병호,KT,0.283,33,96,107,0.9,14,0.4,3.85,0.16,70.7,0.271
2023,30,마틴,NC,0.283,118,503,435,55,123,20,2,17,198,90,0,10,30,마틴,NC,0.283,57,2,1,107,8,0.455,0.36,0.815,33,0.317,0,30,마틴,NC,0.283,39,85,130,0.65,10,0.53,4.1,0.172,76,0.276
2023,31,양석환,두산,0.281,140,582,524,73,147,28,0,21,238,89,0,11,31,양석환,두산,0.281,41,3,6,133,9,0.454,0.333,0.787,40,0.261,0,31,양석환,두산,0.281,49,86,169,0.51,14,0.31,3.98,0.174,81.6,0.263
2023,32,김현준,삼성,0.275,109,479,433,62,119,10,6,3,150,46,8,3,32,김현준,삼성,0.275,30,0,5,84,5,0.346,0.327,0.673,28,0.288,0,32,김현준,삼성,0.275,19,145,88,1.65,5,0.36,3.9,0.072,49.6,0.234
2023,33,김상수,KT,0.271,129,512,443,58,120,19,1,3,150,56,8,3,33,김상수,KT,0.271,55,0,3,68,9,0.339,0.353,0.692,30,0.336,0.5,33,김상수,KT,0.271,23,128,130,0.98,6,0.81,4.2,0.068,54.7,0.244
2023,34,최지훈,SSG,0.268,117,503,462,65,124,19,8,2,165,30,8,1,34,최지훈,SSG,0.268,29,0,3,50,3,0.357,0.315,0.672,31,0.223,0,34,최지훈,SSG,0.268,29,124,165,0.75,4,0.58,3.65,0.089,55.2,0.231
2023,35,류지혁,삼성,0.268,132,522,455,63,122,11,1,2,141,45,10,5,35,류지혁,삼성,0.268,46,1,6,73,12,0.31,0.34,0.65,35,0.271,0.167,35,류지혁,삼성,0.268,14,161,104,1.55,1,0.63,3.8,0.042,54.7,0.231
2023,36,허경민,두산,0.268,130,475,429,44,115,23,1,7,161,48,0,5,36,허경민,두산,0.268,35,3,6,26,6,0.375,0.328,0.703,26,0.224,0.667,36,허경민,두산,0.268,31,129,164,0.79,6,1.35,3.73,0.107,55.2,0.241
2023,37,오지환,LG,0.268,126,502,422,65,113,24,3,8,167,62,4,4,37,오지환,LG,0.268,64,0,8,82,4,0.396,0.371,0.767,25,0.298,0.333,37,오지환,LG,0.268,35,108,123,0.88,11,0.78,4.03,0.128,67.7,0.266
2023,38,문현빈,한화,0.266,137,481,428,47,114,22,2,5,155,49,9,5,38,문현빈,한화,0.266,33,2,6,84,7,0.362,0.324,0.686,31,0.252,0.25,38,문현빈,한화,0.266,29,122,113,1.08,4,0.39,3.56,0.096,52,0.236
2023,39,박성한,SSG,0.266,128,529,459,53,122,19,0,9,168,47,7,4,39,박성한,SSG,0.266,58,1,1,56,7,0.366,0.347,0.713,30,0.254,0,39,박성한,SSG,0.266,28,140,145,0.97,7,1.04,4.02,0.1,62.4,0.248
2023,40,강승호,두산,0.265,127,459,419,51,111,18,6,7,162,59,4,3,40,강승호,두산,0.265,27,0,6,110,12,0.387,0.316,0.703,24,0.273,0.167,40,강승호,두산,0.265,31,108,93,1.16,5,0.25,3.94,0.122,49.2,0.239
2023,41,채은성,한화,0.263,137,596,521,71,137,17,0,23,223,84,0,3,41,채은성,한화,0.263,52,8,20,102,16,0.428,0.351,0.779,39,0.311,0,41,채은성,한화,0.263,40,118,167,0.71,10,0.51,3.81,0.165,77.4,0.265
2023,42,김민석,롯데,0.255,129,454,400,53,102,24,0,3,135,39,12,5,42,김민석,롯데,0.255,31,1,6,112,6,0.338,0.314,0.652,25,0.274,0,42,김민석,롯데,0.255,27,99,92,1.08,2,0.28,3.97,0.083,45.9,0.226
2023,43,추신수,SSG,0.254,112,462,382,65,97,17,1,12,152,41,0,2,43,추신수,SSG,0.254,65,1,13,79,8,0.398,0.379,0.777,24,0.26,0.3,43,추신수,SSG,0.254,30,105,103,1.02,3,0.82,3.94,0.144,61.8,0.27
2023,44,로하스,두산,0.253,122,464,403,52,102,24,4,19,191,65,0,3,44,로하스,두산,0.253,55,2,3,68,5,0.474,0.345,0.819,28,0.255,0,44,로하스,두산,0.253,47,71,165,0.43,6,0.81,4.11,0.221,67.1,0.274
2023,45,박동원,LG,0.249,130,481,409,54,102,17,1,20,181,75,8,8,45,박동원,LG,0.249,49,3,7,90,7,0.443,0.334,0.777,27,0.212,0.333,45,박동원,LG,0.249,38,118,107,1.1,8,0.54,3.83,0.193,64.9,0.261
2023,46,이재현,삼성,0.249,143,538,458,61,114,19,2,12,173,60,16,6,46,이재현,삼성,0.249,52,0,6,89,9,0.378,0.33,0.708,24,0.24,0,46,이재현,삼성,0.249,33,116,145,0.8,9,0.58,4.01,0.129,60.7,0.243
2023,47,최주환,SSG,0.235,134,478,426,48,100,24,0,20,184,63,1,3,47,최주환,SSG,0.235,44,4,4,94,6,0.432,0.31,0.742,22,0.212,0.286,47,최주환,SSG,0.235,44,88,147,0.6,7,0.47,4.26,0.197,58.9,0.248
2023,48,김주원,NC,0.233,127,474,403,56,94,9,2,10,137,54,8,4,48,김주원,NC,0.233,44,1,15,106,6,0.34,0.328,0.668,21,0.267,0,48,김주원,NC,0.233,21,90,117,0.77,6,0.42,4.11,0.107,52.1,0.233
2023,49,정은원,한화,0.222,122,459,388,50,86,12,0,2,104,30,5,1,49,정은원,한화,0.222,62,1,3,73,4,0.268,0.333,0.601,16,0.214,0,49,정은원,한화,0.222,14,111,119,0.93,1,0.85,4.26,0.046,41,0.217
2023,50,김재환,두산,0.22,132,484,405,40,89,15,0,10,134,46,0,2,50,김재환,두산,0.22,72,4,5,100,8,0.331,0.343,0.674,21,0.264,0.214,50,김재환,두산,0.22,25,96,122,0.79,7,0.72,4.02,0.111,51.8,0.237
2024,1,에레디아,SSG,0.36,136,591,541,82,195,31,1,21,291,118,0,9,1,에레디아,SSG,0.36,28,3,13,73,12,0.538,0.399,0.937,59,0.428,0,1,에레디아,SSG,0.36,53,128,154,0.83,13,0.38,3.46,0.177,105.2,0.314
2024,2,레이예스,롯데,0.352,144,632,574,88,202,40,3,15,293,111,0,11,2,레이예스,롯데,0.352,46,2,1,82,16,0.51,0.394,0.904,61,0.395,0,2,레이예스,롯데,0.352,58,168,133,1.26,13,0.56,3.87,0.159,106.2,0.305
2024,3,김도영,KIA,0.347,141,625,544,143,189,29,10,38,352,109,1,7,3,김도영,KIA,0.347,66,7,7,110,10,0.647,0.42,1.067,58,0.317,0.5,3,김도영,KIA,0.347,77,101,151,0.67,15,0.6,3.81,0.3,138.2,0.351
2024,4,구자욱,삼성,0.343,129,568,493,92,169,39,1,33,309,115,2,6,4,구자욱,삼성,0.343,55,4,12,73,6,0.627,0.417,1.044,52,0.341,0,4,구자욱,삼성,0.343,73,128,129,0.99,12,0.75,3.8,0.284,118.5,0.344
2024,5,송성문,키움,0.34,142,602,527,88,179,29,4,19,273,104,0,8,5,송성문,키움,0.34,64,2,3,82,5,0.518,0.409,0.927,47,0.372,0.333,5,송성문,키움,0.34,52,136,138,0.99,11,0.78,3.88,0.178,111.4,0.314
2024,6,홍창기,LG,0.336,139,637,524,96,176,18,3,5,215,73,1,4,6,홍창기,LG,0.336,96,3,12,93,8,0.41,0.447,0.857,51,0.389,1,6,홍창기,LG,0.336,26,159,100,1.59,6,1.03,4.14,0.074,99.5,0.304
2024,7,로하스,KT,0.329,144,670,572,108,188,39,1,32,325,112,0,4,7,로하스,KT,0.329,88,9,6,115,10,0.568,0.421,0.989,54,0.313,0,7,로하스,KT,0.329,72,112,161,0.7,12,0.77,4,0.24,126.7,0.331
2024,8,김선빈,KIA,0.329,116,466,423,48,139,23,0,9,189,57,7,0,8,김선빈,KIA,0.329,30,0,5,39,13,0.447,0.38,0.827,42,0.35,0.5,8,김선빈,KIA,0.329,32,139,106,1.31,4,0.77,3.8,0.118,65.1,0.283
2024,9,박민우,NC,0.328,121,528,457,75,150,26,2,8,204,50,4,4,9,박민우,NC,0.328,54,4,9,79,5,0.446,0.406,0.852,43,0.314,0,9,박민우,NC,0.328,36,106,126,0.84,3,0.68,3.9,0.118,85.4,0.294
2024,10,김혜성,키움,0.326,127,567,509,90,166,26,4,11,233,75,0,7,10,김혜성,키움,0.326,47,2,4,62,6,0.458,0.383,0.841,49,0.377,0,10,김혜성,키움,0.326,41,132,156,0.85,9,0.76,3.82,0.132,90.9,0.287
2024,11,오스틴,LG,0.319,140,604,527,99,168,32,3,32,302,132,0,13,11,오스틴,LG,0.319,61,6,3,82,9,0.573,0.384,0.957,49,0.329,0,11,오스틴,LG,0.319,67,100,190,0.53,14,0.74,3.78,0.254,112.1,0.316
2024,12,김지찬,삼성,0.316,135,535,453,102,143,16,3,3,174,36,12,1,12,김지찬,삼성,0.316,60,2,9,40,5,0.384,0.405,0.789,38,0.24,0.333,12,김지찬,삼성,0.316,22,153,118,1.3,3,1.5,3.78,0.068,79.8,0.278
2024,13,양의지,두산,0.314,119,485,430,57,135,18,1,17,206,94,0,6,13,양의지,두산,0.314,40,5,9,56,13,0.479,0.379,0.858,37,0.393,0.5,13,양의지,두산,0.314,36,96,149,0.64,15,0.71,3.71,0.165,74.6,0.29
2024,14,나승엽,롯데,0.312,121,489,407,59,127,35,4,7,191,66,2,7,14,나승엽,롯데,0.312,69,1,4,83,4,0.469,0.411,0.88,33,0.354,0.4,14,나승엽,롯데,0.312,46,88,116,0.76,5,0.83,4.05,0.157,80.2,0.302
2024,15,소크라테스,KIA,0.31,140,602,552,92,171,30,3,26,285,97,0,5,15,소크라테스,KIA,0.31,41,4,4,91,7,0.516,0.359,0.875,49,0.336,0,15,소크라테스,KIA,0.31,59,125,170,0.74,9,0.45,3.66,0.207,98.1,0.291
2024,16,허경민,두산,0.309,115,477,417,69,129,28,0,7,178,61,0,6,16,허경민,두산,0.309,36,0,18,25,8,0.427,0.384,0.811,38,0.296,0.5,16,허경민,두산,0.309,35,125,144,0.87,4,1.44,3.69,0.118,69.3,0.28
2024,17,고승민,롯데,0.308,120,532,481,79,148,27,6,14,229,87,1,8,17,고승민,롯데,0.308,41,0,1,78,10,0.476,0.358,0.834,42,0.307,0.667,17,고승민,롯데,0.308,47,124,139,0.89,6,0.53,3.85,0.168,78.9,0.28
2024,18,박찬호,KIA,0.307,134,577,515,86,158,24,1,5,199,61,7,6,18,박찬호,KIA,0.307,48,1,1,44,9,0.386,0.363,0.749,49,0.359,0.5,18,박찬호,KIA,0.307,30,165,154,1.07,7,1.09,3.76,0.08,72.2,0.26
2024,19,데이비슨,NC,0.306,131,567,504,90,154,25,1,46,319,119,0,7,19,데이비슨,NC,0.306,39,5,17,142,12,0.633,0.37,1.003,45,0.255,0,19,데이비슨,NC,0.306,72,83,132,0.63,9,0.27,3.78,0.327,110.1,0.325
2024,20,강민호,삼성,0.303,136,452,403,48,122,19,1,19,200,77,0,6,20,강민호,삼성,0.303,35,2,8,52,17,0.496,0.365,0.861,31,0.274,0.182,20,강민호,삼성,0.303,39,124,111,1.12,9,0.67,3.46,0.194,68.8,0.288
2024,21,박성한,SSG,0.301,137,564,489,78,147,24,0,10,201,67,3,6,21,박성한,SSG,0.301,64,3,2,86,11,0.411,0.38,0.791,42,0.302,0.167,21,박성한,SSG,0.301,34,139,123,1.13,5,0.74,4.23,0.11,78.5,0.274
2024,22,문보경,LG,0.301,144,602,519,80,156,35,3,22,263,101,3,13,22,문보경,LG,0.301,65,3,2,112,14,0.507,0.372,0.879,40,0.292,0,22,문보경,LG,0.301,60,125,139,0.9,7,0.58,4.04,0.206,96,0.294
2024,23,권희동,NC,0.3,123,511,416,66,125,22,1,13,188,77,2,6,23,권희동,NC,0.3,77,1,10,63,10,0.452,0.417,0.869,31,0.391,1,23,권희동,NC,0.3,36,113,121,0.93,8,1.22,4.54,0.151,82.2,0.301
2024,24,안치홍,한화,0.3,128,533,473,64,142,21,0,13,202,66,1,4,24,안치홍,한화,0.3,49,1,6,70,10,0.427,0.37,0.797,44,0.317,1,24,안치홍,한화,0.3,34,118,147,0.8,8,0.7,3.91,0.127,73.8,0.273
2024,25,신민재,LG,0.297,128,474,387,78,115,11,6,0,138,40,15,3,25,신민재,LG,0.297,64,1,5,47,7,0.357,0.401,0.758,32,0.306,0.333,25,신민재,LG,0.297,17,145,83,1.75,3,1.36,3.73,0.059,63,0.27
2024,26,김현수,LG,0.294,137,583,517,61,152,36,2,8,216,69,1,9,26,김현수,LG,0.294,47,1,9,76,10,0.418,0.357,0.775,44,0.257,0.25,26,김현수,LG,0.294,46,125,173,0.72,10,0.62,3.73,0.124,78.4,0.265
2024,27,윤동희,롯데,0.293,141,613,532,97,156,35,4,14,241,85,2,5,27,윤동희,롯데,0.293,67,1,7,114,10,0.453,0.376,0.829,43,0.319,0.25,27,윤동희,롯데,0.293,53,134,133,1.01,6,0.59,4.26,0.16,88.3,0.282
2024,28,전준우,롯데,0.293,109,483,423,57,124,26,2,17,205,82,1,5,28,전준우,롯데,0.293,49,0,5,84,11,0.485,0.369,0.854,37,0.243,0,28,전준우,롯데,0.293,45,102,118,0.86,5,0.58,3.83,0.191,73.6,0.287
2024,29,최원준,KIA,0.292,136,508,438,75,128,23,3,9,184,56,7,5,29,최원준,KIA,0.292,50,0,8,66,6,0.42,0.371,0.791,37,0.301,0.286,29,최원준,KIA,0.292,35,127,122,1.04,8,0.76,4.01,0.128,71.2,0.272
2024,30,최정,SSG,0.291,129,550,468,93,136,27,2,37,278,107,0,7,30,최정,SSG,0.291,55,1,20,114,10,0.594,0.384,0.978,39,0.284,0,30,최정,SSG,0.291,66,75,150,0.5,14,0.48,3.84,0.303,103.9,0.321
2024,31,김태연,한화,0.291,126,472,413,59,120,24,0,12,180,61,6,4,31,김태연,한화,0.291,45,0,4,89,9,0.436,0.363,0.799,33,0.295,0,31,김태연,한화,0.291,36,100,108,0.93,3,0.51,3.92,0.145,64.8,0.272
2024,32,강백호,KT,0.289,144,614,550,92,159,27,0,26,264,96,0,2,32,강백호,KT,0.289,59,4,3,127,6,0.48,0.36,0.84,43,0.28,0.25,32,강백호,KT,0.289,53,139,127,1.09,9,0.46,4,0.191,93.4,0.282
2024,33,이우성,KIA,0.288,112,449,399,56,115,16,1,9,160,54,0,3,33,이우성,KIA,0.288,44,0,3,89,17,0.401,0.361,0.762,27,0.266,1,33,이우성,KIA,0.288,26,108,90,1.2,7,0.49,4,0.113,55.5,0.263
2024,34,서호철,NC,0.285,141,567,512,68,146,19,3,10,201,61,6,3,34,서호철,NC,0.285,30,0,16,101,15,0.393,0.342,0.735,38,0.243,0,34,서호철,NC,0.285,32,141,127,1.11,4,0.3,3.78,0.107,65.1,0.252
2024,35,정수빈,두산,0.284,136,608,510,95,145,21,3,4,184,47,10,8,35,정수빈,두산,0.284,71,1,9,72,8,0.361,0.376,0.737,42,0.248,0,35,정수빈,두산,0.284,28,160,141,1.13,4,0.99,4.1,0.076,81.8,0.259
2024,36,김재환,두산,0.283,136,552,474,78,134,28,0,29,249,92,0,9,36,김재환,두산,0.283,63,3,6,168,8,0.525,0.368,0.893,30,0.259,0.667,36,김재환,두산,0.283,57,65,116,0.56,7,0.38,4.02,0.243,91.9,0.297
2024,37,강승호,두산,0.28,140,566,521,81,146,34,7,18,248,81,2,4,37,강승호,두산,0.28,32,4,7,158,8,0.476,0.328,0.804,39,0.29,0.2,37,강승호,두산,0.28,59,97,124,0.78,9,0.2,3.78,0.196,78.9,0.267
2024,38,최형우,KIA,0.28,116,487,425,67,119,23,2,22,212,109,0,5,38,최형우,KIA,0.28,52,4,5,86,5,0.499,0.361,0.86,34,0.331,0.4,38,최형우,KIA,0.28,47,99,126,0.79,12,0.6,4.04,0.219,77,0.287
2024,39,최지훈,SSG,0.275,125,543,483,89,133,22,7,11,202,49,6,2,39,최지훈,SSG,0.275,50,0,2,71,5,0.418,0.345,0.763,39,0.245,0.2,39,최지훈,SSG,0.275,40,117,164,0.71,4,0.7,4.05,0.143,74.4,0.26
2024,40,배정대,KT,0.275,113,473,404,49,111,25,1,7,159,59,8,7,40,배정대,KT,0.275,50,1,4,114,5,0.394,0.355,0.749,30,0.302,1,40,배정대,KT,0.275,33,86,100,0.86,3,0.44,4,0.119,59.5,0.258
2024,41,페라자,한화,0.275,122,522,455,75,125,24,0,24,221,70,0,2,41,페라자,한화,0.275,63,5,2,129,6,0.486,0.364,0.85,34,0.308,0.286,41,페라자,한화,0.275,48,103,100,1.03,7,0.49,3.96,0.211,79.4,0.285
2024,42,박동원,LG,0.272,130,498,434,58,118,22,0,20,200,80,2,7,42,박동원,LG,0.272,55,2,0,112,14,0.461,0.349,0.81,25,0.27,0.5,42,박동원,LG,0.272,42,107,104,1.03,4,0.49,4.04,0.189,69.5,0.272
2024,43,노시환,한화,0.272,136,601,526,88,143,20,2,24,239,89,0,4,43,노시환,한화,0.272,60,9,11,129,10,0.454,0.356,0.81,35,0.314,0,43,노시환,한화,0.272,46,114,144,0.79,6,0.47,3.99,0.183,86.2,0.274
2024,44,채은성,한화,0.271,124,498,436,61,118,24,0,20,202,83,0,5,44,채은성,한화,0.271,49,1,8,83,12,0.463,0.351,0.814,29,0.27,0,44,채은성,한화,0.271,44,100,140,0.71,7,0.59,3.81,0.193,70.4,0.274
2024,45,장성우,KT,0.268,131,489,418,53,112,19,0,19,188,81,2,8,45,장성우,KT,0.268,60,1,1,86,8,0.45,0.355,0.805,30,0.271,0.133,45,장성우,KT,0.268,38,90,138,0.65,14,0.7,4.09,0.182,71.4,0.272
2024,46,이주형,키움,0.266,115,537,473,82,126,19,3,13,190,60,0,1,46,이주형,키움,0.266,49,1,14,119,4,0.402,0.352,0.754,36,0.267,0,46,이주형,키움,0.266,35,111,118,0.94,5,0.41,3.79,0.135,70.1,0.259
2024,47,박해민,LG,0.263,144,553,482,72,127,16,6,6,173,56,5,9,47,박해민,LG,0.263,46,0,11,101,3,0.359,0.336,0.695,35,0.233,0.25,47,박해민,LG,0.263,28,102,161,0.63,4,0.46,4.08,0.095,68.5,0.241
2024,48,박승욱,롯데,0.262,139,468,405,57,106,19,1,7,148,53,3,3,48,박승욱,롯데,0.262,47,3,10,120,7,0.365,0.351,0.716,27,0.246,0,48,박승욱,롯데,0.262,27,98,84,1.17,6,0.39,3.88,0.104,53.3,0.249
2024,49,이재현,삼성,0.26,109,458,389,71,101,18,1,14,163,66,0,3,49,이재현,삼성,0.26,58,1,8,83,8,0.419,0.365,0.784,27,0.33,0.25,49,이재현,삼성,0.26,33,87,121,0.72,5,0.7,4.38,0.159,62.1,0.269
