연도,순위,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA,XBH,GO,AO,GO/AO,GW RBI,BB/K,P/PA,ISOP,XR,GPA,팀순위,경기수,팀승수,팀패수,팀무승부수,팀승률,팀게임차,포지션,투구유형,타격유형,출생연도
2018,35,박해민,삼성,0.299,144,649,576,114,172,30,10,9,249,68,8,6,56,0,3,99,9,0.432,0.36,0.792,53,0.339,0.4,49,144,167,0.86,8,0.57,4.1,0.134,91.9,0.27,,,,,,,,,,,
2018,36,송광민,한화,0.297,113,460,434,63,129,24,0,18,207,79,0,4,18,0,4,93,13,0.477,0.328,0.805,36,0.243,0,42,121,95,1.27,8,0.19,3.59,0.18,62.1,0.267,,,,,,,,,,,
2018,37,유강남,LG,0.296,132,465,425,53,126,33,0,19,216,66,2,1,28,1,9,80,21,0.508,0.352,0.86,37,0.282,0.214,52,111,109,1.02,3,0.35,3.76,0.212,65.7,0.285,,,,,,,,,,,
2018,38,황재균,KT,0.296,142,588,530,76,157,41,3,25,279,88,2,3,49,1,4,120,5,0.526,0.358,0.884,48,0.252,0.5,69,79,177,0.45,7,0.41,3.96,0.23,95.7,0.293,,,,,,,,,,,
2018,39,이성열,한화,0.295,131,528,485,76,143,21,1,34,268,102,1,2,35,3,5,143,9,0.553,0.347,0.9,34,0.283,0.6,56,113,88,1.28,8,0.24,3.9,0.258,86.9,0.294,,,,,,,,,,,
2018,40,김선빈,KIA,0.295,127,492,424,73,125,17,2,4,158,49,6,5,48,1,9,42,10,0.373,0.374,0.747,33,0.304,0.25,23,142,120,1.18,3,1.14,3.78,0.078,61.9,0.262,,,,,,,,,,,
2018,41,신본기,롯데,0.294,139,479,425,55,125,28,1,11,188,71,5,5,33,2,11,95,12,0.442,0.357,0.799,34,0.3,0.5,40,110,100,1.1,5,0.35,3.72,0.148,62.8,0.271,,,,,,,,,,,
2018,42,이용규,한화,0.293,134,575,491,82,144,14,1,1,163,36,8,5,59,0,12,62,8,0.332,0.379,0.711,44,0.327,0,16,162,128,1.27,2,0.95,4.03,0.039,70.1,0.254,,,,,,,,,,,
2018,43,임병욱,넥센,0.293,134,447,423,76,124,29,3,13,198,60,0,2,22,1,0,119,6,0.468,0.327,0.795,31,0.303,0.2,45,108,74,1.46,3,0.18,3.68,0.175,62.2,0.264,,,,,,,,,,,
2018,44,강백호,KT,0.29,138,585,527,108,153,32,2,29,276,84,0,3,52,0,3,124,4,0.524,0.356,0.88,44,0.308,0.3,63,121,132,0.92,3,0.42,4.04,0.233,94.5,0.291,,,,,,,,,,,
2018,45,김하성,넥센,0.288,129,576,511,95,147,27,4,20,242,84,1,5,54,2,5,81,16,0.474,0.358,0.832,43,0.239,0.5,51,98,190,0.52,14,0.67,3.94,0.186,83.6,0.28,,,,,,,,,,,
2018,46,한유섬,SK,0.284,136,562,486,97,138,31,0,41,292,115,0,8,52,3,16,124,10,0.601,0.367,0.968,40,0.286,0.444,72,94,138,0.68,14,0.42,4.21,0.317,104.2,0.315,,,,,,,,,,,
2018,47,노진혁,NC,0.283,125,458,420,52,119,21,4,11,181,42,1,2,33,0,2,92,8,0.431,0.337,0.768,35,0.272,0.25,36,108,103,1.05,4,0.36,3.8,0.148,58.3,0.259,,,,,,,,,,,
2018,48,김민성,넥센,0.283,128,465,413,46,117,24,0,10,171,45,1,5,40,3,6,80,6,0.414,0.351,0.765,24,0.231,0.471,34,78,143,0.55,3,0.5,4,0.131,61.1,0.261,,,,,,,,,,,
2018,49,오재일,두산,0.279,123,477,401,69,112,19,2,27,216,80,0,10,60,2,6,121,3,0.539,0.373,0.912,29,0.215,0,48,57,121,0.47,6,0.5,3.98,0.259,84.4,0.303,,,,,,,,,,,
2018,50,오지환,LG,0.278,144,617,533,93,148,26,2,11,211,71,12,6,59,3,7,146,6,0.396,0.354,0.75,40,0.357,0,39,120,125,0.96,6,0.4,4.01,0.118,78.2,0.258,,,,,,,,,,,
2018,51,김성현,SK,0.277,135,462,415,51,115,19,1,4,148,55,6,3,29,0,9,42,19,0.357,0.336,0.693,30,0.333,0,24,123,138,0.89,8,0.69,3.48,0.08,46.3,0.24,,,,,,,,,,,
2018,52,윤석민,KT,0.276,132,509,460,58,127,22,0,19,206,60,2,3,40,2,4,69,17,0.448,0.337,0.785,28,0.22,0.6,41,132,135,0.98,3,0.58,3.78,0.172,65.8,0.264,,,,,,,,,,,
2018,53,김혜성,넥센,0.27,136,473,430,79,116,15,6,5,158,45,3,2,33,1,5,119,6,0.367,0.328,0.695,28,0.333,0,26,108,89,1.21,2,0.28,3.86,0.098,55.2,0.239,,,,,,,,,,,
2018,54,강민호,삼성,0.269,129,477,427,46,115,14,0,22,195,71,0,7,29,5,14,96,11,0.457,0.331,0.788,32,0.225,0.273,36,122,101,1.21,10,0.3,3.68,0.187,65.1,0.263,,,,,,,,,,,
2018,55,번즈,롯데,0.268,133,505,462,80,124,34,5,23,237,64,1,0,33,2,9,133,8,0.513,0.329,0.842,34,0.23,0,62,96,109,0.88,5,0.25,3.71,0.245,73.8,0.276,,,,,,,,,,,
2018,56,양석환,LG,0.263,140,519,483,53,127,27,0,22,220,82,1,5,24,0,6,81,9,0.455,0.303,0.758,32,0.31,0.143,49,100,180,0.56,9,0.3,4,0.193,65.9,0.25,,,,,,,,,,,
2018,57,김상수,삼성,0.263,122,499,453,63,119,13,1,10,164,50,8,3,27,0,8,91,11,0.362,0.314,0.676,32,0.2,0,24,132,114,1.16,5,0.3,3.94,0.099,50.1,0.232,,,,,,,,,,,
2018,58,박경수,KT,0.262,135,528,458,65,120,21,0,25,216,74,0,3,58,2,9,129,16,0.472,0.354,0.826,28,0.288,0.4,46,92,120,0.77,7,0.45,4.2,0.21,74.9,0.277,,,,,,,,,,,
2018,59,스크럭스,NC,0.257,142,571,501,75,129,35,0,26,242,97,0,3,55,2,12,144,14,0.483,0.343,0.826,29,0.303,0,61,102,129,0.79,5,0.38,3.89,0.226,80.4,0.275,,,,,,,,,,,
2018,60,하주석,한화,0.254,141,517,484,67,123,20,3,9,176,52,1,0,28,0,4,130,7,0.364,0.3,0.664,31,0.267,1,32,145,86,1.69,7,0.22,3.69,0.11,49.5,0.226,,,,,,,,,,,
2018,61,김동엽,SK,0.252,124,446,421,58,106,15,0,27,202,76,1,3,17,0,4,108,13,0.48,0.285,0.765,26,0.33,0.286,42,98,112,0.88,10,0.16,3.71,0.228,57.3,0.248,,,,,,,,,,,
2018,62,최정,SK,0.244,115,489,406,95,99,16,1,35,222,74,0,2,58,2,23,129,10,0.547,0.368,0.915,23,0.235,0,52,63,117,0.54,9,0.45,4.14,0.303,83.2,0.302,,,,,,,,,,,
